method,class_id,prompt,seed,ratio,beta,image_path,time_sec,peak_mem_gb
full,107,a photo of a jellyfish,0,0.0,0.0,generated/full/class_0107_seed0_a_photo_of_a_jellyfish.png,4.4605,6.1226
full,107,a photo of a jellyfish,1,0.0,0.0,generated/full/class_0107_seed1_a_photo_of_a_jellyfish.png,4.3086,6.1226
full,108,a photo of a sea anemone,0,0.0,0.0,generated/full/class_0108_seed0_a_photo_of_a_sea_anemone.png,4.3075,6.1226
full,108,a photo of a sea anemone,1,0.0,0.0,generated/full/class_0108_seed1_a_photo_of_a_sea_anemone.png,4.3109,6.1226
full,109,a photo of a brain coral,0,0.0,0.0,generated/full/class_0109_seed0_a_photo_of_a_brain_coral.png,4.3130,6.1226
full,109,a photo of a brain coral,1,0.0,0.0,generated/full/class_0109_seed1_a_photo_of_a_brain_coral.png,4.3070,6.1226
full,110,a photo of a flatworm,0,0.0,0.0,generated/full/class_0110_seed0_a_photo_of_a_flatworm.png,4.3100,6.1226
full,110,a photo of a flatworm,1,0.0,0.0,generated/full/class_0110_seed1_a_photo_of_a_flatworm.png,4.3049,6.1226
full,111,a photo of a nematode,0,0.0,0.0,generated/full/class_0111_seed0_a_photo_of_a_nematode.png,4.3104,6.1226
full,111,a photo of a nematode,1,0.0,0.0,generated/full/class_0111_seed1_a_photo_of_a_nematode.png,4.3028,6.1226
full,112,a photo of a conch,0,0.0,0.0,generated/full/class_0112_seed0_a_photo_of_a_conch.png,4.3098,6.1226
full,112,a photo of a conch,1,0.0,0.0,generated/full/class_0112_seed1_a_photo_of_a_conch.png,4.3106,6.1226
full,113,a photo of a snail,0,0.0,0.0,generated/full/class_0113_seed0_a_photo_of_a_snail.png,4.3068,6.1226
full,113,a photo of a snail,1,0.0,0.0,generated/full/class_0113_seed1_a_photo_of_a_snail.png,4.3082,6.1226
full,114,a photo of a slug,0,0.0,0.0,generated/full/class_0114_seed0_a_photo_of_a_slug.png,4.3086,6.1226
full,114,a photo of a slug,1,0.0,0.0,generated/full/class_0114_seed1_a_photo_of_a_slug.png,4.3015,6.1226
full,115,a photo of a sea slug,0,0.0,0.0,generated/full/class_0115_seed0_a_photo_of_a_sea_slug.png,4.3083,6.1226
full,115,a photo of a sea slug,1,0.0,0.0,generated/full/class_0115_seed1_a_photo_of_a_sea_slug.png,4.3067,6.1226
full,116,a photo of a chiton,0,0.0,0.0,generated/full/class_0116_seed0_a_photo_of_a_chiton.png,4.3079,6.1226
full,116,a photo of a chiton,1,0.0,0.0,generated/full/class_0116_seed1_a_photo_of_a_chiton.png,4.3067,6.1226
full,117,a photo of a chambered nautilus,0,0.0,0.0,generated/full/class_0117_seed0_a_photo_of_a_chambered_nautilus.png,4.3057,6.1226
full,117,a photo of a chambered nautilus,1,0.0,0.0,generated/full/class_0117_seed1_a_photo_of_a_chambered_nautilus.png,4.3061,6.1226
full,118,a photo of a Dungeness crab,0,0.0,0.0,generated/full/class_0118_seed0_a_photo_of_a_Dungeness_crab.png,4.3086,6.1226
full,118,a photo of a Dungeness crab,1,0.0,0.0,generated/full/class_0118_seed1_a_photo_of_a_Dungeness_crab.png,4.3117,6.1226
full,119,a photo of a rock crab,0,0.0,0.0,generated/full/class_0119_seed0_a_photo_of_a_rock_crab.png,4.3806,6.1226
full,119,a photo of a rock crab,1,0.0,0.0,generated/full/class_0119_seed1_a_photo_of_a_rock_crab.png,4.3492,6.1226
full,120,a photo of a fiddler crab,0,0.0,0.0,generated/full/class_0120_seed0_a_photo_of_a_fiddler_crab.png,4.3467,6.1226
full,120,a photo of a fiddler crab,1,0.0,0.0,generated/full/class_0120_seed1_a_photo_of_a_fiddler_crab.png,4.3808,6.1226
full,121,a photo of a king crab,0,0.0,0.0,generated/full/class_0121_seed0_a_photo_of_a_king_crab.png,4.3382,6.1226
full,121,a photo of a king crab,1,0.0,0.0,generated/full/class_0121_seed1_a_photo_of_a_king_crab.png,4.3757,6.1226
full,122,a photo of a American lobster,0,0.0,0.0,generated/full/class_0122_seed0_a_photo_of_a_American_lobster.png,4.3519,6.1226
full,122,a photo of a American lobster,1,0.0,0.0,generated/full/class_0122_seed1_a_photo_of_a_American_lobster.png,4.4196,6.1226
full,123,a photo of a spiny lobster,0,0.0,0.0,generated/full/class_0123_seed0_a_photo_of_a_spiny_lobster.png,4.3540,6.1226
full,123,a photo of a spiny lobster,1,0.0,0.0,generated/full/class_0123_seed1_a_photo_of_a_spiny_lobster.png,4.2945,6.1226
full,124,a photo of a crayfish,0,0.0,0.0,generated/full/class_0124_seed0_a_photo_of_a_crayfish.png,4.3036,6.1226
full,124,a photo of a crayfish,1,0.0,0.0,generated/full/class_0124_seed1_a_photo_of_a_crayfish.png,4.3817,6.1226
full,125,a photo of a hermit crab,0,0.0,0.0,generated/full/class_0125_seed0_a_photo_of_a_hermit_crab.png,4.3244,6.1226
full,125,a photo of a hermit crab,1,0.0,0.0,generated/full/class_0125_seed1_a_photo_of_a_hermit_crab.png,4.3692,6.1226
full,126,a photo of a isopod,0,0.0,0.0,generated/full/class_0126_seed0_a_photo_of_a_isopod.png,4.3196,6.1226
full,126,a photo of a isopod,1,0.0,0.0,generated/full/class_0126_seed1_a_photo_of_a_isopod.png,4.2990,6.1226
full,127,a photo of a white stork,0,0.0,0.0,generated/full/class_0127_seed0_a_photo_of_a_white_stork.png,4.3137,6.1226
full,127,a photo of a white stork,1,0.0,0.0,generated/full/class_0127_seed1_a_photo_of_a_white_stork.png,4.4172,6.1226
full,128,a photo of a black stork,0,0.0,0.0,generated/full/class_0128_seed0_a_photo_of_a_black_stork.png,4.3331,6.1226
full,128,a photo of a black stork,1,0.0,0.0,generated/full/class_0128_seed1_a_photo_of_a_black_stork.png,4.3962,6.1226
full,129,a photo of a spoonbill,0,0.0,0.0,generated/full/class_0129_seed0_a_photo_of_a_spoonbill.png,4.3270,6.1226
full,129,a photo of a spoonbill,1,0.0,0.0,generated/full/class_0129_seed1_a_photo_of_a_spoonbill.png,4.3521,6.1226
full,130,a photo of a flamingo,0,0.0,0.0,generated/full/class_0130_seed0_a_photo_of_a_flamingo.png,4.4217,6.1226
full,130,a photo of a flamingo,1,0.0,0.0,generated/full/class_0130_seed1_a_photo_of_a_flamingo.png,4.3830,6.1226
full,131,a photo of a little blue heron,0,0.0,0.0,generated/full/class_0131_seed0_a_photo_of_a_little_blue_heron.png,4.3412,6.1226
full,131,a photo of a little blue heron,1,0.0,0.0,generated/full/class_0131_seed1_a_photo_of_a_little_blue_heron.png,4.3052,6.1226
full,132,a photo of a American egret,0,0.0,0.0,generated/full/class_0132_seed0_a_photo_of_a_American_egret.png,4.3066,6.1226
full,132,a photo of a American egret,1,0.0,0.0,generated/full/class_0132_seed1_a_photo_of_a_American_egret.png,4.3059,6.1226
full,133,a photo of a bittern,0,0.0,0.0,generated/full/class_0133_seed0_a_photo_of_a_bittern.png,4.3051,6.1226
full,133,a photo of a bittern,1,0.0,0.0,generated/full/class_0133_seed1_a_photo_of_a_bittern.png,4.3085,6.1226
full,134,a photo of a crane bird,0,0.0,0.0,generated/full/class_0134_seed0_a_photo_of_a_crane_bird.png,4.3014,6.1226
full,134,a photo of a crane bird,1,0.0,0.0,generated/full/class_0134_seed1_a_photo_of_a_crane_bird.png,4.3066,6.1226
full,135,a photo of a limpkin,0,0.0,0.0,generated/full/class_0135_seed0_a_photo_of_a_limpkin.png,4.3049,6.1226
full,135,a photo of a limpkin,1,0.0,0.0,generated/full/class_0135_seed1_a_photo_of_a_limpkin.png,4.3047,6.1226
full,136,a photo of a European gallinule,0,0.0,0.0,generated/full/class_0136_seed0_a_photo_of_a_European_gallinule.png,4.3027,6.1226
full,136,a photo of a European gallinule,1,0.0,0.0,generated/full/class_0136_seed1_a_photo_of_a_European_gallinule.png,4.3049,6.1226
full,137,a photo of a American coot,0,0.0,0.0,generated/full/class_0137_seed0_a_photo_of_a_American_coot.png,4.3042,6.1226
full,137,a photo of a American coot,1,0.0,0.0,generated/full/class_0137_seed1_a_photo_of_a_American_coot.png,4.3126,6.1226
full,138,a photo of a bustard,0,0.0,0.0,generated/full/class_0138_seed0_a_photo_of_a_bustard.png,4.3079,6.1226
full,138,a photo of a bustard,1,0.0,0.0,generated/full/class_0138_seed1_a_photo_of_a_bustard.png,4.3091,6.1226
full,139,a photo of a ruddy turnstone,0,0.0,0.0,generated/full/class_0139_seed0_a_photo_of_a_ruddy_turnstone.png,4.3022,6.1226
full,139,a photo of a ruddy turnstone,1,0.0,0.0,generated/full/class_0139_seed1_a_photo_of_a_ruddy_turnstone.png,4.3069,6.1226
full,140,a photo of a red-backed sandpiper,0,0.0,0.0,generated/full/class_0140_seed0_a_photo_of_a_red-backed_sandpiper.png,4.3032,6.1226
full,140,a photo of a red-backed sandpiper,1,0.0,0.0,generated/full/class_0140_seed1_a_photo_of_a_red-backed_sandpiper.png,4.3070,6.1226
full,141,a photo of a redshank,0,0.0,0.0,generated/full/class_0141_seed0_a_photo_of_a_redshank.png,4.3053,6.1226
full,141,a photo of a redshank,1,0.0,0.0,generated/full/class_0141_seed1_a_photo_of_a_redshank.png,4.3128,6.1226
full,142,a photo of a dowitcher,0,0.0,0.0,generated/full/class_0142_seed0_a_photo_of_a_dowitcher.png,4.3072,6.1226
full,142,a photo of a dowitcher,1,0.0,0.0,generated/full/class_0142_seed1_a_photo_of_a_dowitcher.png,4.3099,6.1226
full,143,a photo of a oystercatcher,0,0.0,0.0,generated/full/class_0143_seed0_a_photo_of_a_oystercatcher.png,4.3035,6.1226
full,143,a photo of a oystercatcher,1,0.0,0.0,generated/full/class_0143_seed1_a_photo_of_a_oystercatcher.png,4.3073,6.1226
full,144,a photo of a pelican,0,0.0,0.0,generated/full/class_0144_seed0_a_photo_of_a_pelican.png,4.3078,6.1226
full,144,a photo of a pelican,1,0.0,0.0,generated/full/class_0144_seed1_a_photo_of_a_pelican.png,4.3062,6.1226
full,145,a photo of a king penguin,0,0.0,0.0,generated/full/class_0145_seed0_a_photo_of_a_king_penguin.png,4.3042,6.1226
full,145,a photo of a king penguin,1,0.0,0.0,generated/full/class_0145_seed1_a_photo_of_a_king_penguin.png,4.3145,6.1226
full,146,a photo of a albatross,0,0.0,0.0,generated/full/class_0146_seed0_a_photo_of_a_albatross.png,4.3046,6.1226
full,146,a photo of a albatross,1,0.0,0.0,generated/full/class_0146_seed1_a_photo_of_a_albatross.png,4.3071,6.1226
full,147,a photo of a grey whale,0,0.0,0.0,generated/full/class_0147_seed0_a_photo_of_a_grey_whale.png,4.3058,6.1226
full,147,a photo of a grey whale,1,0.0,0.0,generated/full/class_0147_seed1_a_photo_of_a_grey_whale.png,4.3202,6.1226
full,148,a photo of a killer whale,0,0.0,0.0,generated/full/class_0148_seed0_a_photo_of_a_killer_whale.png,4.3059,6.1226
full,148,a photo of a killer whale,1,0.0,0.0,generated/full/class_0148_seed1_a_photo_of_a_killer_whale.png,4.3081,6.1226
full,149,a photo of a dugong,0,0.0,0.0,generated/full/class_0149_seed0_a_photo_of_a_dugong.png,4.3111,6.1226
full,149,a photo of a dugong,1,0.0,0.0,generated/full/class_0149_seed1_a_photo_of_a_dugong.png,4.3134,6.1226
full,150,a photo of a sea lion,0,0.0,0.0,generated/full/class_0150_seed0_a_photo_of_a_sea_lion.png,4.3178,6.1226
full,150,a photo of a sea lion,1,0.0,0.0,generated/full/class_0150_seed1_a_photo_of_a_sea_lion.png,4.3143,6.1226
full,151,a photo of a Chihuahua,0,0.0,0.0,generated/full/class_0151_seed0_a_photo_of_a_Chihuahua.png,4.3257,6.1226
full,151,a photo of a Chihuahua,1,0.0,0.0,generated/full/class_0151_seed1_a_photo_of_a_Chihuahua.png,4.3120,6.1226
full,152,a photo of a Japanese spaniel,0,0.0,0.0,generated/full/class_0152_seed0_a_photo_of_a_Japanese_spaniel.png,4.3155,6.1226
full,152,a photo of a Japanese spaniel,1,0.0,0.0,generated/full/class_0152_seed1_a_photo_of_a_Japanese_spaniel.png,4.3106,6.1226
full,153,a photo of a Maltese dog,0,0.0,0.0,generated/full/class_0153_seed0_a_photo_of_a_Maltese_dog.png,4.3116,6.1226
full,153,a photo of a Maltese dog,1,0.0,0.0,generated/full/class_0153_seed1_a_photo_of_a_Maltese_dog.png,4.3139,6.1226
full,154,a photo of a Pekinese,0,0.0,0.0,generated/full/class_0154_seed0_a_photo_of_a_Pekinese.png,4.3103,6.1226
full,154,a photo of a Pekinese,1,0.0,0.0,generated/full/class_0154_seed1_a_photo_of_a_Pekinese.png,4.3192,6.1226
full,155,a photo of a Shih-Tzu,0,0.0,0.0,generated/full/class_0155_seed0_a_photo_of_a_Shih-Tzu.png,4.3178,6.1226
full,155,a photo of a Shih-Tzu,1,0.0,0.0,generated/full/class_0155_seed1_a_photo_of_a_Shih-Tzu.png,4.3117,6.1226
full,156,a photo of a Blenheim spaniel,0,0.0,0.0,generated/full/class_0156_seed0_a_photo_of_a_Blenheim_spaniel.png,4.3134,6.1226
full,156,a photo of a Blenheim spaniel,1,0.0,0.0,generated/full/class_0156_seed1_a_photo_of_a_Blenheim_spaniel.png,4.3109,6.1226
full,157,a photo of a papillon,0,0.0,0.0,generated/full/class_0157_seed0_a_photo_of_a_papillon.png,4.3149,6.1226
full,157,a photo of a papillon,1,0.0,0.0,generated/full/class_0157_seed1_a_photo_of_a_papillon.png,4.3117,6.1226
full,158,a photo of a toy terrier,0,0.0,0.0,generated/full/class_0158_seed0_a_photo_of_a_toy_terrier.png,4.3144,6.1226
full,158,a photo of a toy terrier,1,0.0,0.0,generated/full/class_0158_seed1_a_photo_of_a_toy_terrier.png,4.3207,6.1226
full,159,a photo of a Rhodesian ridgeback,0,0.0,0.0,generated/full/class_0159_seed0_a_photo_of_a_Rhodesian_ridgeback.png,4.3142,6.1226
full,159,a photo of a Rhodesian ridgeback,1,0.0,0.0,generated/full/class_0159_seed1_a_photo_of_a_Rhodesian_ridgeback.png,4.3109,6.1226
full,160,a photo of a Afghan hound,0,0.0,0.0,generated/full/class_0160_seed0_a_photo_of_a_Afghan_hound.png,4.3124,6.1226
full,160,a photo of a Afghan hound,1,0.0,0.0,generated/full/class_0160_seed1_a_photo_of_a_Afghan_hound.png,4.3120,6.1226
full,161,a photo of a basset,0,0.0,0.0,generated/full/class_0161_seed0_a_photo_of_a_basset.png,4.3151,6.1226
full,161,a photo of a basset,1,0.0,0.0,generated/full/class_0161_seed1_a_photo_of_a_basset.png,4.3105,6.1226
full,162,a photo of a beagle,0,0.0,0.0,generated/full/class_0162_seed0_a_photo_of_a_beagle.png,4.3166,6.1226
full,162,a photo of a beagle,1,0.0,0.0,generated/full/class_0162_seed1_a_photo_of_a_beagle.png,4.3134,6.1226
full,163,a photo of a bloodhound,0,0.0,0.0,generated/full/class_0163_seed0_a_photo_of_a_bloodhound.png,4.3118,6.1226
full,163,a photo of a bloodhound,1,0.0,0.0,generated/full/class_0163_seed1_a_photo_of_a_bloodhound.png,4.3129,6.1226
full,164,a photo of a bluetick,0,0.0,0.0,generated/full/class_0164_seed0_a_photo_of_a_bluetick.png,4.3146,6.1226
full,164,a photo of a bluetick,1,0.0,0.0,generated/full/class_0164_seed1_a_photo_of_a_bluetick.png,4.3143,6.1226
full,165,a photo of a black-and-tan coonhound,0,0.0,0.0,generated/full/class_0165_seed0_a_photo_of_a_black-and-tan_coonhound.png,4.3165,6.1226
full,165,a photo of a black-and-tan coonhound,1,0.0,0.0,generated/full/class_0165_seed1_a_photo_of_a_black-and-tan_coonhound.png,4.3161,6.1226
full,166,a photo of a Walker hound,0,0.0,0.0,generated/full/class_0166_seed0_a_photo_of_a_Walker_hound.png,4.3129,6.1226
full,166,a photo of a Walker hound,1,0.0,0.0,generated/full/class_0166_seed1_a_photo_of_a_Walker_hound.png,4.3166,6.1226
full,167,a photo of a English foxhound,0,0.0,0.0,generated/full/class_0167_seed0_a_photo_of_a_English_foxhound.png,4.3163,6.1226
full,167,a photo of a English foxhound,1,0.0,0.0,generated/full/class_0167_seed1_a_photo_of_a_English_foxhound.png,4.3093,6.1226
full,168,a photo of a redbone,0,0.0,0.0,generated/full/class_0168_seed0_a_photo_of_a_redbone.png,4.3100,6.1226
full,168,a photo of a redbone,1,0.0,0.0,generated/full/class_0168_seed1_a_photo_of_a_redbone.png,4.3133,6.1226
full,169,a photo of a borzoi,0,0.0,0.0,generated/full/class_0169_seed0_a_photo_of_a_borzoi.png,4.3153,6.1226
full,169,a photo of a borzoi,1,0.0,0.0,generated/full/class_0169_seed1_a_photo_of_a_borzoi.png,4.3087,6.1226
full,170,a photo of a Irish wolfhound,0,0.0,0.0,generated/full/class_0170_seed0_a_photo_of_a_Irish_wolfhound.png,4.3150,6.1226
full,170,a photo of a Irish wolfhound,1,0.0,0.0,generated/full/class_0170_seed1_a_photo_of_a_Irish_wolfhound.png,4.3085,6.1226
full,171,a photo of a Italian greyhound,0,0.0,0.0,generated/full/class_0171_seed0_a_photo_of_a_Italian_greyhound.png,4.3182,6.1226
full,171,a photo of a Italian greyhound,1,0.0,0.0,generated/full/class_0171_seed1_a_photo_of_a_Italian_greyhound.png,4.3115,6.1226
full,172,a photo of a whippet,0,0.0,0.0,generated/full/class_0172_seed0_a_photo_of_a_whippet.png,4.3119,6.1226
full,172,a photo of a whippet,1,0.0,0.0,generated/full/class_0172_seed1_a_photo_of_a_whippet.png,4.3126,6.1226
full,173,a photo of a Ibizan hound,0,0.0,0.0,generated/full/class_0173_seed0_a_photo_of_a_Ibizan_hound.png,4.3148,6.1226
full,173,a photo of a Ibizan hound,1,0.0,0.0,generated/full/class_0173_seed1_a_photo_of_a_Ibizan_hound.png,4.3098,6.1226
full,174,a photo of a Norwegian elkhound,0,0.0,0.0,generated/full/class_0174_seed0_a_photo_of_a_Norwegian_elkhound.png,4.3169,6.1226
full,174,a photo of a Norwegian elkhound,1,0.0,0.0,generated/full/class_0174_seed1_a_photo_of_a_Norwegian_elkhound.png,4.3139,6.1226
full,175,a photo of a otterhound,0,0.0,0.0,generated/full/class_0175_seed0_a_photo_of_a_otterhound.png,4.3113,6.1226
full,175,a photo of a otterhound,1,0.0,0.0,generated/full/class_0175_seed1_a_photo_of_a_otterhound.png,4.3128,6.1226
full,176,a photo of a Saluki,0,0.0,0.0,generated/full/class_0176_seed0_a_photo_of_a_Saluki.png,4.3126,6.1226
full,176,a photo of a Saluki,1,0.0,0.0,generated/full/class_0176_seed1_a_photo_of_a_Saluki.png,4.3146,6.1226
full,177,a photo of a Scottish deerhound,0,0.0,0.0,generated/full/class_0177_seed0_a_photo_of_a_Scottish_deerhound.png,4.3136,6.1226
full,177,a photo of a Scottish deerhound,1,0.0,0.0,generated/full/class_0177_seed1_a_photo_of_a_Scottish_deerhound.png,4.3129,6.1226
full,178,a photo of a Weimaraner,0,0.0,0.0,generated/full/class_0178_seed0_a_photo_of_a_Weimaraner.png,4.3109,6.1226
full,178,a photo of a Weimaraner,1,0.0,0.0,generated/full/class_0178_seed1_a_photo_of_a_Weimaraner.png,4.3163,6.1226
full,179,a photo of a Staffordshire bullterrier,0,0.0,0.0,generated/full/class_0179_seed0_a_photo_of_a_Staffordshire_bullterrier.png,4.3135,6.1226
full,179,a photo of a Staffordshire bullterrier,1,0.0,0.0,generated/full/class_0179_seed1_a_photo_of_a_Staffordshire_bullterrier.png,4.3182,6.1226
full,180,a photo of a American Staffordshire terrier,0,0.0,0.0,generated/full/class_0180_seed0_a_photo_of_a_American_Staffordshire_terrier.png,4.3130,6.1226
full,180,a photo of a American Staffordshire terrier,1,0.0,0.0,generated/full/class_0180_seed1_a_photo_of_a_American_Staffordshire_terrier.png,4.3228,6.1226
full,181,a photo of a Bedlington terrier,0,0.0,0.0,generated/full/class_0181_seed0_a_photo_of_a_Bedlington_terrier.png,4.3153,6.1226
full,181,a photo of a Bedlington terrier,1,0.0,0.0,generated/full/class_0181_seed1_a_photo_of_a_Bedlington_terrier.png,4.3158,6.1226
full,182,a photo of a Border terrier,0,0.0,0.0,generated/full/class_0182_seed0_a_photo_of_a_Border_terrier.png,4.3149,6.1226
full,182,a photo of a Border terrier,1,0.0,0.0,generated/full/class_0182_seed1_a_photo_of_a_Border_terrier.png,4.3141,6.1226
full,183,a photo of a Kerry blue terrier,0,0.0,0.0,generated/full/class_0183_seed0_a_photo_of_a_Kerry_blue_terrier.png,4.3104,6.1226
full,183,a photo of a Kerry blue terrier,1,0.0,0.0,generated/full/class_0183_seed1_a_photo_of_a_Kerry_blue_terrier.png,4.3139,6.1226
full,184,a photo of a Irish terrier,0,0.0,0.0,generated/full/class_0184_seed0_a_photo_of_a_Irish_terrier.png,4.3110,6.1226
full,184,a photo of a Irish terrier,1,0.0,0.0,generated/full/class_0184_seed1_a_photo_of_a_Irish_terrier.png,4.3156,6.1226
full,185,a photo of a Norfolk terrier,0,0.0,0.0,generated/full/class_0185_seed0_a_photo_of_a_Norfolk_terrier.png,4.3079,6.1226
full,185,a photo of a Norfolk terrier,1,0.0,0.0,generated/full/class_0185_seed1_a_photo_of_a_Norfolk_terrier.png,4.3162,6.1226
full,186,a photo of a Norwich terrier,0,0.0,0.0,generated/full/class_0186_seed0_a_photo_of_a_Norwich_terrier.png,4.3173,6.1226
full,186,a photo of a Norwich terrier,1,0.0,0.0,generated/full/class_0186_seed1_a_photo_of_a_Norwich_terrier.png,4.3138,6.1226
full,187,a photo of a Yorkshire terrier,0,0.0,0.0,generated/full/class_0187_seed0_a_photo_of_a_Yorkshire_terrier.png,4.3216,6.1226
full,187,a photo of a Yorkshire terrier,1,0.0,0.0,generated/full/class_0187_seed1_a_photo_of_a_Yorkshire_terrier.png,4.3133,6.1226
full,188,a photo of a wire-haired fox terrier,0,0.0,0.0,generated/full/class_0188_seed0_a_photo_of_a_wire-haired_fox_terrier.png,4.3163,6.1226
full,188,a photo of a wire-haired fox terrier,1,0.0,0.0,generated/full/class_0188_seed1_a_photo_of_a_wire-haired_fox_terrier.png,4.3140,6.1226
full,189,a photo of a Lakeland terrier,0,0.0,0.0,generated/full/class_0189_seed0_a_photo_of_a_Lakeland_terrier.png,4.3141,6.1226
full,189,a photo of a Lakeland terrier,1,0.0,0.0,generated/full/class_0189_seed1_a_photo_of_a_Lakeland_terrier.png,4.3155,6.1226
